problem_2_2,10891.712427139282,1.0,1
problem_2_3,11192.129850387571,1.0,1
problem_2_3_4_41,12388.075828552246,1.0,1
problem_2_3_4_42,13484.205722808838,1.0,1
problem_2_3_4_43,12972.57399559021,1.0,1
problem_2_3_4_44,13236.872911453249,1.0,1
problem_2_3_4_45,13096.45390510559,1.0,1
problem_2_4,13519.76227760315,1.0,1
problem_2_4_4_41,13267.372369766235,1.0,1
problem_2_4_4_42,12539.04390335083,1.0,1
problem_2_4_4_43,12667.0503616333,1.0,1
problem_2_4_4_44,12035.868644714355,1.0,1
problem_2_4_4_45,11748.963832855225,1.0,1
problem_2_5,10882.957220077516,1.0,1
problem_2_5_5_51,13626.902341842651,1.0,1
problem_2_5_5_52,14056.556224822998,1.0,1
problem_2_5_5_53,13712.84246444702,1.0,1
problem_2_5_5_54,13059.03935432434,1.0,1
problem_2_5_5_55,13733.62398147583,1.0,1
problem_2_5_9_1,113727.0,1.0,2
problem_2_5_9_2,62133.4,1.0,2
problem_2_5_9_3,21013.4,1.0,2
problem_2_5_9_4,251.402,1.0,2
problem_2_5_9_5,7637.7,1.0,2
problem_3_1,0.524959,1.0,2
problem_3_2,0.539676,1.0,2
problem_3_3,0.4154699999999999,1.0,2
problem_3_4,0.471807,1.0,2
problem_3_4_5_51,13852.968215942385,1.0,1
problem_3_4_5_52,12977.774143218994,1.0,1
problem_3_4_5_53,9.21548,1.0,2
problem_3_4_5_54,12758.986473083496,1.0,1
problem_3_4_5_55,13692.76762008667,1.0,1
problem_3_5,11097.186803817747,1.0,1
problem_3_5_5_1,13282.306909561155,1.0,1
problem_3_5_5_2,12284.8699092865,1.0,1
problem_3_5_5_3,12187.995910644531,1.0,1
problem_3_5_5_4,12383.81814956665,1.0,1
problem_3_5_5_5,13396.159172058104,1.0,1
problem_3_5_9_1,60000.0,0.0,-1
problem_3_5_9_2,60000.0,0.0,-1
problem_3_5_9_3,74059.9,1.0,2
problem_3_5_9_4,60000.0,0.0,-1
problem_3_5_9_5,60000.0,0.0,-1
problem_4_1,12369.604587554932,1.0,1
problem_4_13,11256.15644454956,1.0,1
problem_4_14,11078.562259674072,1.0,1
problem_4_15,11901.760816574097,1.0,1
problem_4_16,11519.187211990356,1.0,1
problem_4_17,12071.09761238098,1.0,1
problem_4_2,0.85694,1.0,2
problem_4_3,0.7447060000000001,1.0,2
problem_4_4,12147.693157196043,1.0,1
problem_4_5,0.5267310000000001,1.0,2
problem_5_1,13362.566709518433,1.0,1
problem_5_2,1.18228,1.0,2
problem_5_3,12248.960733413696,1.0,1
problem_5_4,3.67353,1.0,2
problem_5_5,14537.23669052124,1.0,1
problem_5_7_9_1,60000.0,0.0,-1
problem_5_7_9_2,60000.0,0.0,-1
problem_5_7_9_3,60000.0,0.0,-1
problem_5_7_9_4,60000.0,0.0,-1
problem_5_7_9_5,60000.0,0.0,-1
problem_6_1,12081.178188323976,1.0,1
problem_6_2,12620.569229125977,1.0,1
problem_6_3,1.20092,1.0,2
problem_6_4,11658.803462982178,1.0,1
problem_6_5,11864.755868911743,1.0,1
problem_7_1,2.13808,1.0,2
problem_7_2,7.25163,1.0,2
problem_7_3,2.24728,1.0,2
problem_7_4,8.00016,1.0,2
problem_7_5,5.8668000000000005,1.0,2
